"Glottocode","meB","meZ","mFBD","mFBeD","mFBeS","mFBS","mFByD","mFByS","mFeBD","mFeBS","mFeZD","mFeZS","mFyBD","mFyBS","mFyZD","mFyZS","mFZD","mFZeD","mFZeS","mFZS","mFZyD","mFZyS","mMBD","mMBeD","mMBeS","mMBS","mMByD","mMByS","mMeBD","mMeBS","mMeZD","mMeZS","mMyBD","mMyBS","mMyZD","mMyZS","mMZD","mMZeD","mMZeS","mMZS","mMZyD","mMZyS","myB","myZ","weB","weZ","wFBD","wFBeD","wFBeS","wFBS","wFByD","wFByS","wFeBD","wFeBS","wFeZD","wFeZS","wFyBD","wFyBS","wFyZD","wFyZS","wFZD","wFZeD","wFZeS","wFZS","wFZyD","wFZyS","wMBD","wMBeD","wMBeS","wMBS","wMByD","wMByS","wMeBD","wMeBS","wMeZD","wMeZS","wMyBD","wMyBS","wMyZD","wMyZS","wMZD","wMZeD","wMZeS","wMZS","wMZyD","wMZyS","wyB","wyZ"
nort2671,viellyɑ,oɑbba,čeɑhc̷i,čeɑhc̷i,čeɑhc̷i,čeɑhc̷i,čeɑhc̷i,čeɑhc̷i,čeɑhc̷i,čeɑhc̷i,siessa,siessa,čeɑhc̷i,čeɑhc̷i,siessa,siessa,siessa,siessa,siessa,siessa,siessa,siessa,eɑnu,eɑnu,eɑnu,eɑnu,eɑnu,eɑnu,eɑnu,eɑnu,muoθθa,muoθθa,eɑnu,eɑnu,muoθθa,muoθθa,muoθθa,muoθθa,muoθθa,muoθθa,muoθθa,muoθθa,nuor̃ɑt viellyɑ,nuor̃ɑt oɑbba,viellyɑ,oɑbba,čeɑhc̷i,čeɑhc̷i,čeɑhc̷i,čeɑhc̷i,čeɑhc̷i,čeɑhc̷i,čeɑhc̷i,čeɑhc̷i,siessa,siessa,čeɑhc̷i,čeɑhc̷i,siessa,siessa,siessa,siessa,siessa,siessa,siessa,siessa,eɑnu,eɑnu,eɑnu,eɑnu,eɑnu,eɑnu,eɑnu,eɑnu,muoθθa,muoθθa,eɑnu,eɑnu,muoθθa,muoθθa,muoθθa,muoθθa,muoθθa,muoθθa,muoθθa,muoθθa,nuor̃ɑt viellyɑ,nuor̃ɑt oɑbba
nort2697,gerdesh,bachy,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,kichik gerdesh,kichik bachy,gerdesh,bachy,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,emioglu,kichik gerdesh,kichik bachy
nort2952,gusum,etim,etim,etim,gusum,gusum,etim,tönim,etim,gusum,posim,posim,etim,gusum,posim,posim,posim,posim,posim,posim,posim,posim,posim,posim,posim,posim,posim,posim,posim,posim,etim,gusum,posim,posim,etim,gusum,etim,etim,gusum,gusum,kam,tönim,tönim,kam,gusum,etim,etim,etim,gusum,gusum,kam,tönim,etim,gusum,posim,posim,etim,gusum,posim,posim,posim,posim,posim,posim,posim,posim,posim,posim,posim,posim,posim,posim,posim,posim,etim,gusum,posim,posim,etim,gusum,etim,etim,gusum,gusum,kam,tönim,tönim,kam
nort2972,ǰa'ba,ǰa'ba ũ'ẽrã,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰa'ba tẽã-be'ma,ǰa'ba ũ'ẽrã tẽã-be'ma,ǰa'ba,ǰa'ba ũ'ẽrã,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰaba-kau,ǰa'ba tẽã-be'ma,ǰa'ba ũ'ẽrã tẽã-be'ma
norw1259,bror,søster,kusine,kusine,fetter,fetter,kusine,fetter,kusine,fetter,kusine,fetter,kusine,fetter,kusine,fetter,kusine,kusine,fetter,fetter,kusine,fetter,kusine,kusine,fetter,fetter,kusine,fetter,kusine,fetter,kusine,fetter,kusine,fetter,kusine,fetter,kusine,kusine,fetter,fetter,kusine,fetter,bror,søster,bror,søster,kusine,kusine,fetter,fetter,kusine,fetter,kusine,fetter,kusine,fetter,kusine,fetter,kusine,fetter,kusine,kusine,fetter,fetter,kusine,fetter,kusine,kusine,fetter,fetter,kusine,fetter,kusine,fetter,kusine,fetter,kusine,fetter,kusine,fetter,kusine,kusine,fetter,fetter,kusine,fetter,bror,søster
nucl1235,ełbayr,k'uyr,horełbor ałǰik,horełbor ałǰik,horełbor tła,horełbor tła,horełbor ałǰik,horełbor tła,horełbor ałǰik,horełbor tła,horak'roǰ ałǰik,horak'roǰ tła,horełbor ałǰik,horełbor tła,horak'roǰ ałǰik,horak'roǰ tła,horak'roǰ ałǰik,horak'roǰ ałǰik,horak'roǰ tła,horak'roǰ tła,horak'roǰ ałǰik,horak'roǰ tła,k'eru ałǰik,k'eru ałǰik,k'eru tła,k'eru tła,k'eru ałǰik,k'eru tła,k'eru ałǰik,k'eru tła,morak'roǰ ałǰik,morak'roǰ tła,k'eru ałǰik,k'eru tła,morak'roǰ ałǰik,morak'roǰ tła,morak'roǰ ałǰik,morak'roǰ ałǰik,morak'roǰ tła,morak'roǰ tła,morak'roǰ ałǰik,morak'roǰ tła,ełbayr,k'uyr,ełbayr,k'uyr,horełbor ałǰik,horełbor ałǰik,horełbor tła,horełbor tła,horełbor ałǰik,horełbor tła,horełbor ałǰik,horełbor tła,horak'roǰ ałǰik,horak'roǰ tła,horełbor ałǰik,horełbor tła,horak'roǰ ałǰik,horak'roǰ tła,horak'roǰ ałǰik,horak'roǰ ałǰik,horak'roǰ tła,horak'roǰ tła,horak'roǰ ałǰik,horak'roǰ tła,k'eru ałǰik,k'eru ałǰik,k'eru tła,k'eru tła,k'eru ałǰik,k'eru tła,k'eru ałǰik,k'eru tła,morak'roǰ ałǰik,morak'roǰ tła,k'eru ałǰik,k'eru tła,morak'roǰ ałǰik,morak'roǰ tła,morak'roǰ ałǰik,morak'roǰ ałǰik,morak'roǰ tła,morak'roǰ tła,morak'roǰ ałǰik,morak'roǰ tła,ełbayr,k'uyr
nucl1643,ani,ane,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,otōto,imōto,ani,ane,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,itoko,otōto,imōto
nucl1649,haat,łgaawkˀ,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,haat,łgaawkˀ,haat,łgaawkˀ,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,oʔos,haat,łgaawkˀ
nyor1246,mukuru,mukuru,munyanya,munyanya,mwene,mwene,munyanya,mwene,munyanya,mwene,mwhiwha,mwhiwha,munyanya,mwene,mwhiwha,mwhiwha,mwhiwha,mwhiwha,mwhiwha,mwhiwha,mwhiwha,mwhiwha,nyinento,nyinento,nyinarumi,nyinarumi,nyinento,nyinarumi,nyinento,nyinarumi,omwana na nyinento,omwana na nyinento,nyinento,nyinarumi,omwana na nyinento,omwana na nyinento,omwana na nyinento,omwana na nyinento,omwana na nyinento,omwana na nyinento,omwana na nyinento,omwana na nyinento,muto,muto,mukuru,mukuru,nyaka,nyaka,munyanya,munyanya,nyaka,munyanya,nyaka,munyanya,nyina ento,mwhiwha,nyaka,munyanya,nyina ento,mwhiwha,nyina ento,nyina ento,mwhiwha,mwhiwha,nyina ento,mwhiwha,nyinento,nyinento,nyinarumi,nyinarumi,nyinento,nyinarumi,nyinento,nyinarumi,omwana na nyinento,omwana na nyinento,nyinento,nyinarumi,omwana na nyinento,omwana na nyinento,omwana na nyinento,omwana na nyinento,omwana na nyinento,omwana na nyinento,omwana na nyinento,omwana na nyinento,muto,muto
oduu1239,naʔâ:j,ʔə̂:j,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,ʔă:w,kɛ̂:n kû:n kwɛ̂:,naʔâ:j,ʔə̂:j,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,tâj kɛ̂:n,ʔă:w,kɛ̂:n kû:n kwɛ̂:
olda1245,ʔaχā,χātā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,ʔaxā zʁērā,χātā zʁērtā,ʔaχā,χātā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,bar-dādā,ʔaxā zʁērā,χātā zʁērtā
olde1238,brōθor,sweostor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,brōθor,sweostor,brōθor,sweostor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,swēor,brōθor,sweostor
oldn1244,brōðir,systir,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,brōðir,systir,brōðir,systir,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,systrungr,brōðir,systir
onaa1245,ḳayin,nahḳn,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,aʔč,aʔn,ḳayin,nahḳn,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,ḳayin,aʔč,aʔn
onto1237,ɧaŋau,'ave,'ave,'ave,ɧaŋau,ɧaŋau,'ave,ɧaŋau,'ave,kaiŋa,'ave,kaiŋa,'ave,kaiŋa,'ave,kaiŋa,'ave,'ave,ɧaŋau,ɧaŋau,'ave,ɧaŋau,'ave,'ave,ɧaŋau,ɧaŋau,'ave,ɧaŋau,'ave,kaiŋa,'ave,kaiŋa,'ave,kaiŋa,'ave,kaiŋa,'ave,'ave,ɧaŋau,ɧaŋau,'ave,ɧaŋau,ɧaŋau,'ave,'ave,ɧaŋau,ɧaŋau,ɧaŋau,'ave,'ave,ɧaŋau,'ave,kaiŋa,'ave,kaiŋa,'ave,kaiŋa,'ave,kaiŋa,'ave,ɧaŋau,ɧaŋau,'ave,'ave,ɧaŋau,'ave,ɧaŋau,ɧaŋau,'ave,'ave,ɧaŋau,'ave,kaiŋa,'ave,kaiŋa,'ave,kaiŋa,'ave,kaiŋa,'ave,ɧaŋau,ɧaŋau,'ave,'ave,ɧaŋau,'ave,'ave,ɧaŋau
opat1246,vatziguat,cotziguat,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,voniguat,viniguat,vatziguat,cotziguat,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,maguât,voniguat,viniguat
osse1243,æfsymær,kho,dyuuæ æfsymæry zænæg,dyuuæ æfsymæry zænæg,dyuuæ æfsymæry zænæg,dyuuæ æfsymæry zænæg,dyuuæ æfsymæry zænæg,dyuuæ æfsymæry zænæg,dyuuæ æfsymæry zænæg,dyuuæ æfsymæry zænæg,kho æmæ æfsymæry zænæg,kho æmæ æfsymæry zænæg,dyuuæ æfsymæry zænæg,dyuuæ æfsymæry zænæg,kho æmæ æfsymæry zænæg,kho æmæ æfsymæry zænæg,kho æmæ æfsymæry zænæg,kho æmæ æfsymæry zænæg,kho æmæ æfsymæry zænæg,kho æmæ æfsymæry zænæg,kho æmæ æfsymæry zænæg,kho æmæ æfsymæry zænæg,kho æmæ æfsymæry zænæg,kho æmæ æfsymæry zænæg,kho æmæ æfsymæry zænæg,kho æmæ æfsymæry zænæg,kho æmæ æfsymæry zænæg,kho æmæ æfsymæry zænæg,kho æmæ æfsymæry zænæg,kho æmæ æfsymæry zænæg,dyuuæ khoiy zænæg,dyuuæ khoiy zænæg,kho æmæ æfsymæry zænæg,kho æmæ æfsymæry zænæg,dyuuæ khoiy zænæg,dyuuæ khoiy zænæg,dyuuæ khoiy zænæg,dyuuæ khoiy zænæg,dyuuæ khoiy zænæg,dyuuæ khoiy zænæg,dyuuæ khoiy zænæg,dyuuæ khoiy zænæg,æfsymær,kho,æfsymær,kho,dyuuæ æfsymæry zænæg,dyuuæ æfsymæry zænæg,dyuuæ æfsymæry zænæg,dyuuæ æfsymæry zænæg,dyuuæ æfsymæry zænæg,dyuuæ æfsymæry zænæg,dyuuæ æfsymæry zænæg,dyuuæ æfsymæry zænæg,kho æmæ æfsymæry zænæg,kho æmæ æfsymæry zænæg,dyuuæ æfsymæry zænæg,dyuuæ æfsymæry zænæg,kho æmæ æfsymæry zænæg,kho æmæ æfsymæry zænæg,kho æmæ æfsymæry zænæg,kho æmæ æfsymæry zænæg,kho æmæ æfsymæry zænæg,kho æmæ æfsymæry zænæg,kho æmæ æfsymæry zænæg,kho æmæ æfsymæry zænæg,kho æmæ æfsymæry zænæg,kho æmæ æfsymæry zænæg,kho æmæ æfsymæry zænæg,kho æmæ æfsymæry zænæg,kho æmæ æfsymæry zænæg,kho æmæ æfsymæry zænæg,kho æmæ æfsymæry zænæg,kho æmæ æfsymæry zænæg,dyuuæ khoiy zænæg,dyuuæ khoiy zænæg,kho æmæ æfsymæry zænæg,kho æmæ æfsymæry zænæg,dyuuæ khoiy zænæg,dyuuæ khoiy zænæg,dyuuæ khoiy zænæg,dyuuæ khoiy zænæg,dyuuæ khoiy zænæg,dyuuæ khoiy zænæg,dyuuæ khoiy zænæg,dyuuæ khoiy zænæg,æfsymær,kho
paez1247,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh,yakh-thẽʔh
pana1305,papi,patsi,samoppu,samoppu,papi,tangumpua,samoppu,tami,samoppu,tangumpua,samoppu,tangumpua,samoppu,tangumpua,samoppu,tangumpua,samoppu,samoppu,papi,tangumpua,samoppu,tami,samoppu,samoppu,papi,tangumpua,samoppu,tami,samoppu,tangumpua,samoppu,tangumpua,samoppu,tangumpua,samoppu,tangumpua,samoppu,samoppu,papi,tangumpua,samoppu,tami,tami(ttsi),nammi(ttsi),papi,patsi,samoppu,samoppu,papi,tangumpua,samoppu,tami,samoppu,tangumpua,samoppu,tangumpua,samoppu,tangumpua,samoppu,tangumpua,samoppu,samoppu,papi,tangumpua,samoppu,tami,samoppu,samoppu,papi,tangumpua,samoppu,tami,samoppu,tangumpua,samoppu,tangumpua,samoppu,tangumpua,samoppu,tangumpua,samoppu,samoppu,papi,tangumpua,samoppu,tami,tami(ttsi),nammi(ttsi)
panj1256,jeṭṭhā,vaDDii pàìN,patreri-bhain,patreri-bhain,patrer-bhāi,patrer-bhāi,patreri-bhain,patrer-bhāi,patreri-bhain,patrer-bhāi,phuppheri-bhain,phupperā-bhāī,patreri-bhain,patrer-bhāi,phuppheri-bhain,phupperā-bhāī,phuppheri-bhain,phuppheri-bhain,phupperā-bhāī,phupperā-bhāī,phuppheri-bhain,phupperā-bhāī,maler-bhain,maler-bhain,maler-bhāi,maler-bhāi,maler-bhain,maler-bhāi,maler-bhain,maler-bhāi,māser-bhain,māmerā-bhāi,maler-bhain,maler-bhāi,māser-bhain,māmerā-bhāi,māser-bhain,māser-bhain,māmerā-bhāi,māmerā-bhāi,māser-bhain,māmerā-bhāi,bīr,choTii pàìN,jeṭṭhā,vaDDii pàìN,patreri-bhain,patreri-bhain,patrer-bhāi,patrer-bhāi,patreri-bhain,patrer-bhāi,patreri-bhain,patrer-bhāi,phuppheri-bhain,phupperā-bhāī,patreri-bhain,patrer-bhāi,phuppheri-bhain,phupperā-bhāī,phuppheri-bhain,phuppheri-bhain,phupperā-bhāī,phupperā-bhāī,phuppheri-bhain,phupperā-bhāī,maler-bhain,maler-bhain,maler-bhāi,maler-bhāi,maler-bhain,maler-bhāi,maler-bhain,maler-bhāi,māser-bhain,māmerā-bhāi,maler-bhain,maler-bhāi,māser-bhain,māmerā-bhāi,māser-bhain,māser-bhain,māmerā-bhāi,māmerā-bhāi,māser-bhain,māmerā-bhāi,bīr,choTii pàìN
pash1269,lɑlɑ,mʌšrɑ xor,kaká loer,kaká loer,tarbúr,tarbúr,kaká loer,tarbúr,kaká loer,tarbúr,ploranaiyé tèrprā,tarbúr,kaká loer,tarbúr,ploranaiyé tèrprā,tarbúr,ploranaiyé tèrprā,ploranaiyé tèrprā,tarbúr,tarbúr,ploranaiyé tèrprā,tarbúr,nyoiye līr,nyoiye līr,nyoiye zyai,nyoiye zyai,nyoiye līr,nyoiye zyai,nyoiye līr,nyoiye zyai,mèranaiyé tèrprā,mèranai tèrpir,nyoiye līr,nyoiye zyai,mèranaiyé tèrprā,mèranai tèrpir,mèranaiyé tèrprā,mèranaiyé tèrprā,mèranai tèrpir,mèranai tèrpir,mèranaiyé tèrprā,mèranai tèrpir,kʌšʌr ror,kʌšrɑ xor,mʌšʌr ror,mʌšrɑ xor,kaká loer,kaká loer,tarbúr,tarbúr,kaká loer,tarbúr,kaká loer,tarbúr,ploranaiyé tèrprā,tarbúr,kaká loer,tarbúr,ploranaiyé tèrprā,tarbúr,ploranaiyé tèrprā,ploranaiyé tèrprā,tarbúr,tarbúr,ploranaiyé tèrprā,tarbúr,nyoiye līr,nyoiye līr,nyoiye zyai,nyoiye zyai,nyoiye līr,nyoiye zyai,nyoiye līr,nyoiye zyai,mèranaiyé tèrprā,mèranai tèrpir,nyoiye līr,nyoiye zyai,mèranaiyé tèrprā,mèranai tèrpir,mèranaiyé tèrprā,mèranaiyé tèrprā,mèranai tèrpir,mèranai tèrpir,mèranaiyé tèrprā,mèranai tèrpir,kʌšʌr ror,kʌšrɑ xor
